ID	System	Annotator	Source	Reference	Hypothesis	Difficulty	AccuracyBinary	AdditionBinary	DuplicationBinary	FluencyBinary	GrammarBinary	MistranslationBinary	NonExistingWordFormBinary	OmissionBinary	OverlyLitteralBinary	TypographyBinary	UnintelligibleBinary	WordOrderBinary
29	PA_online	A1	And he kept looking through the window, and he could hear all of this holler.	Er sah immer wieder durch das Fenster und konnte das ganze Tohuwabohu hören.	Und er schaute weiter durch das Fenster und konnte hören, dass all diese miese.	4.35	0000000000000000	0000000000100000	0000000000000000	0000000000000000	0000000000000000	0000000000000010	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000001000000
29	PA_online	A2	And he kept looking through the window, and he could hear all of this holler.	Er sah immer wieder durch das Fenster und konnte das ganze Tohuwabohu hören.	Und er schaute weiter durch das Fenster und konnte hören, dass all diese miese.	4.35	0000000000000000	0000000000010000	0000000000000000	0000000000000000	0000000000000000	0000000000000010	0000000000000000	0000000000000000	0000000000000000	0000000000100000	0000000000000000	0000000001000000
29	TF_offline	A1	And he kept looking through the window, and he could hear all of this holler.	Er sah immer wieder durch das Fenster und konnte das ganze Tohuwabohu hören.	Und er schaute weiter durch das Fenster und konnte all diese Schrotter hören.	4.35	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000100	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000
29	TF_offline	A2	And he kept looking through the window, and he could hear all of this holler.	Er sah immer wieder durch das Fenster und konnte das ganze Tohuwabohu hören.	Und er schaute weiter durch das Fenster und konnte all diese Schrotter hören.	4.35	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000100	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000
29	TF_online	A1	And he kept looking through the window, and he could hear all of this holler.	Er sah immer wieder durch das Fenster und konnte das ganze Tohuwabohu hören.	Und er schaute weiter durch das Fenster und er konnte alles hören, was er sah.	4.35	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000
29	TF_online	A2	And he kept looking through the window, and he could hear all of this holler.	Er sah immer wieder durch das Fenster und konnte das ganze Tohuwabohu hören.	Und er schaute weiter durch das Fenster und er konnte alles hören, was er sah.	4.35	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000001000	00000000000000000	00000000000000000	00000000000000000	00000000000010000	00000000000000000	00000000000100000
30	PA_offline	A1	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	PA_offline	A2	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	PA_online	A1	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	PA_online	A2	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	TF_offline	A1	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	TF_offline	A2	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	TF_online	A1	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
30	TF_online	A2	And it was an experience that Hollywood couldn 't give me.	Und es war eine Erfahrung, die mir Hollywood nicht geben konnte.	Und es war eine Erfahrung, die Hollywood mir nicht geben konnte.	1.69	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
31	PA_offline	A1	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und, es muss nicht sagen, Gott sei Dank, dass ich damals keine theaurus benutzte.	5.8	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000100	000000000000000000	001000000000000000	000000000000000000	000000000000000000	000000000000000000
31	PA_offline	A2	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und, es muss nicht sagen, Gott sei Dank, dass ich damals keine theaurus benutzte.	5.8	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000001001000	001000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000010000100	000000000000000000	000000000000000010
31	PA_online	A1	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und, unnötig zu sagen, vielen Dank, dass ich nicht eine Treaurus wieder benutzt habe.	5.8	000000000000000000	000000100000001000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000010000	000000100001000000	001000000001000000	000000000000000000	000000000000000000	000000000000000000
31	PA_online	A2	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und, unnötig zu sagen, vielen Dank, dass ich nicht eine Treaurus wieder benutzt habe.	5.8	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000101000000	000000100000001000	000000000000010000	000000000000000000	001000000000000000	000000001000000000	000000000000000000	000000000000000000
31	TF_offline	A1	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und natürlich, ich war nicht mehr sicher, Gott sei Dank, dass ich damals kein Haschaurus benutze.	5.8	00000000000000000000	00010000000001000000	00000000000000000000	00000000000000000000	00000000000000000000	00000000000000000010	00000000000000000100	00000000000000000000	00000000000000000000	00000000000000000000	00000000000000000000	00000000000000000010
31	TF_offline	A2	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und natürlich, ich war nicht mehr sicher, Gott sei Dank, dass ich damals kein Haschaurus benutze.	5.8	00000000000000000000	01000000000000000000	00000000000000000000	00000000000000000000	00000000000001000000	00010000000000000010	00000000000000000100	00000000000000000000	00000000000000000000	00000000000010000000	00000000000000000000	00000000000000000010
31	TF_online	A1	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und, ohne ehrlich zu sein, danke Gott, dass ich keinen Synthesaurus zurückbenutze.	5.8	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0010000000000010	0000000000000100	0000000000000000	0000000100000010	0000000000000000	0000000000000000	0000000000000000
31	TF_online	A2	And, needless to say, thank God I wasn 't using a thesaurus back then.	Und Gott sei Dank habe ich damals kein Synonym-Wörterbuch benutzt.	Und, ohne ehrlich zu sein, danke Gott, dass ich keinen Synthesaurus zurückbenutze.	5.8	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000010000000	0010000000000010	0000000000000100	0000000000000000	0000000000000000	0000000001000000	0000000000000000	0000000000000000
32	PA_offline	A1	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich denke, Sie sind besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	PA_offline	A2	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich denke, Sie sind besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	PA_online	A1	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich denke, Sie sind besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	PA_online	A2	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich denke, Sie sind besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	TF_offline	A1	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich glaube, du bist besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	TF_offline	A2	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich glaube, du bist besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	TF_online	A1	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich glaube, Sie sind besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
32	TF_online	A2	And she said, ''I think you 're special.''	Sie sagte: » Ich glaube, du bist etwas Besonderes. «	Und sie sagte: ''Ich glaube, Sie sind besonders.''	1.62	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
33	PA_offline	A1	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen anrufen und um unsere Verschreibungen bitten, sich verändert zu können.	2.19	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000100000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000
33	PA_offline	A2	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen anrufen und um unsere Verschreibungen bitten, sich verändert zu können.	2.19	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000001000010000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000000000	000000000000000000000100000	000000000000000000000000000	000000000000000000001000000
33	PA_online	A1	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen nennen und für unsere Verschreibungen bitten, sich zu verändern.	2.19	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000010100010000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
33	PA_online	A2	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen nennen und für unsere Verschreibungen bitten, sich zu verändern.	2.19	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000010000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000100000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
33	TF_offline	A1	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen anrufen und um unsere Verschreibungen bitten, verändert zu werden.	2.19	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000010000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
33	TF_offline	A2	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen anrufen und um unsere Verschreibungen bitten, verändert zu werden.	2.19	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000100000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
33	TF_online	A1	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen anrufen und um unsere Verschreibungen für Änderungen bitten.	2.19	000000000000000000000000	000000000000000000000000	000000000000000000001000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000100
33	TF_online	A2	The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.	Die Antwort ist: Sie erwarten von uns den Doktor am nächsten morgen anzurufen und um eine Änderung der Verschreibung zu bitten.	Die Antwort ist, dass sie erwarten, dass wir unsere Ärzte am nächsten Morgen anrufen und um unsere Verschreibungen für Änderungen bitten.	2.19	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000001001100	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000010
34	PA_offline	A1	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Natürlich, mit einem Virus ist es ziemlich einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000
34	PA_offline	A2	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Natürlich, mit einem Virus ist es ziemlich einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0100000000000000000	0000000000000000000	0000010000000000000
34	PA_online	A1	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Offensichtlich, mit einem Virus ist es ziemlich einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000
34	PA_online	A2	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Offensichtlich, mit einem Virus ist es ziemlich einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0100000000000000000	0000000000000000000	0000010000000000000
34	TF_offline	A1	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Offensichtlich ist es mit einem Virus ziemlich einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
34	TF_offline	A2	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Offensichtlich ist es mit einem Virus ziemlich einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
34	TF_online	A1	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Offensichtlich ist es mit einem Virus so einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000100000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
34	TF_online	A2	Obviously, with a virus it 's pretty simple&#59 it 's much more complicated dealing with bacteria.	Offensichtlich ist, dass es mit einem Virus sehr simpel ist. Es ist viel komplizierter mit Bakterien umzugehen.	Offensichtlich ist es mit einem Virus so einfach; es ist viel komplizierter, mit Bakterien umzugehen.	0.77	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000100000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
35	PA_offline	A1	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Was ist das, um Musik auf einem Instrument zu machen, das eine eigene musikalische Handlung ist und sich daran fühlt, dass sie dort im Voraus benötigt werden muss.	0.85	00000000000000000000000000000000	00000000000010000000000100000000	00000000000000000000000000000010	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000001000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000
35	PA_offline	A2	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Was ist das, um Musik auf einem Instrument zu machen, das eine eigene musikalische Handlung ist und sich daran fühlt, dass sie dort im Voraus benötigt werden muss.	0.85	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	01000000000000000000000000000000	00100000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000010000000000000000000	00000000000000000000000000000000
35	PA_online	A1	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Das ist, dass Musik auf einem Instrument eines eigenen Musikakts zu machen und sich dort in vordem Gefühl gibt.	0.85	000000000000000000000	000000000000001000000	000000000000000000000	000000000000000000000	000000000000000000000	000000000000000000000	000000000000000001000	000010000000000000000	010000001000000100000	000000000000000000000	000000000000000000000	000000000001000000000
35	PA_online	A2	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Das ist, dass Musik auf einem Instrument eines eigenen Musikakts zu machen und sich dort in vordem Gefühl gibt.	0.85	000000000000000000000	000000000000000000000	000000000000000000000	010000000000000000000	000000000000000000000	000000000000000000000	000000000000000000000	000000000000000000000	000000000000000000000	000000000000000000000	000000001000000000000	000000000000000000000
35	TF_offline	A1	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Das heißt, dass Musik auf einem Instrument eines eigenen musikalischen Werks beruht und das Gefühl braucht, dass es im Voraus ankommt.	0.85	000000000000000000000000	000000000000100000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000010000000000000000000	000000000000000010000000	000000000000000000000000	000000000000000000000000	000000000000000000000000
35	TF_offline	A2	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Das heißt, dass Musik auf einem Instrument eines eigenen musikalischen Werks beruht und das Gefühl braucht, dass es im Voraus ankommt.	0.85	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000000000000000000000000	000100000000000000000000	000000000000000000000000
35	TF_online	A1	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Was bedeutet, dass, um Musik auf dem eigenen musikalischen Vorgang eines Instruments zu machen und zu fühlen, muss im Voraus da sein.	0.85	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000100000000	00000000000000000000000000	00000000000000000000000000	00000000010000000000100000	00000000000000000000000000	00000000000000000000000000	00000000000001000000000000
35	TF_online	A2	Which is that to make music on an instrument one 's own musical action and feeling needs to be there in advance.	Nämlich, dass, um Musik auf dem Instrument zu machen, das eigene musikalische Tun und Fühlen schon vorher vorhanden sein sollte.	Was bedeutet, dass, um Musik auf dem eigenen musikalischen Vorgang eines Instruments zu machen und zu fühlen, muss im Voraus da sein.	0.85	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000100000000000000000000	00000000000000000000000000
36	PA_offline	A1	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig brauchen wir einen guten Umgang mit Intuition, um tatsächlich Experimente zu machen.	3.14	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000001000000000	0000000000000000	0000000000000000	0000000000000000
36	PA_offline	A2	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig brauchen wir einen guten Umgang mit Intuition, um tatsächlich Experimente zu machen.	3.14	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000001000000010	0000000000000000	0000000000001000	0000000000000000	0000000000000000	0000000000000000	0000000000000000
36	PA_online	A1	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig ist es uns notwendig, dass wir eine gute Sache der Intuition haben, um die Experimente tatsächlich zu entwickeln.	3.14	00000000000000000000000	00000000000000000000000	00001000000000000000000	00000000000000000000000	00000000000000000000000	00000000000000000000000	00000000000000000000000	00000000000000000000000	00000000000100000000000	00000000000000000000000	00000000000000000000000	00000000000000000000000
36	PA_online	A2	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig ist es uns notwendig, dass wir eine gute Sache der Intuition haben, um die Experimente tatsächlich zu entwickeln.	3.14	00000000000000000000000	00000000000000000000000	00000000000000000000000	00000000000000000000000	00001000000000000000000	00000000000000000000010	00000000000000000000000	00000000000000000000000	00000000010000000000000	00000000000000000000000	00000000000000000000000	00000000000000000000000
36	TF_offline	A1	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig brauchen wir eine gute Sache mit Intuition, um die Experimente tatsächlich zu machen.	3.14	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000010000000000	00000000000000000	00000000000000000	00000000000000000
36	TF_offline	A2	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig brauchen wir eine gute Sache mit Intuition, um die Experimente tatsächlich zu machen.	3.14	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000010	00000000000000000	00000000000000000	00001000000000000	00000000000000000	00000000000000000	00000000000000000
36	TF_online	A1	But at the same time, we need a good deal of intuition to actually make the experiments work.	Aber gleichzeitig benötigen wir einen guten Anteil Intuition um die Experimente tatsächlich auszuführen.	Aber gleichzeitig, zur gleichen Zeit, brauchen wir eine gute Intuition, um die Experimente zu machen.	3.14	0000000000000000000	0000000000000000100	0010000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000
